Local time,Ask,Bid,AskVolume,BidVolume,Mid
03.02.2025 12:30:27.162 GMT-0000,0.93927,0.93915,1.95,1.2,0.93921
03.02.2025 12:30:27.264 GMT-0000,0.93927,0.93917,1.2,1.2,0.93922
03.02.2025 12:30:27.367 GMT-0000,0.93929,0.93918,1.2,1.2,0.939235
03.02.2025 12:30:27.469 GMT-0000,0.93929,0.93919,1.2,1.2,0.93924
03.02.2025 12:30:27.520 GMT-0000,0.9393,0.93919,1.12,1.2,0.939245
03.02.2025 12:30:27.571 GMT-0000,0.93927,0.93915,1.2,1.2,0.93921
03.02.2025 12:30:27.924 GMT-0000,0.93927,0.93914,1.2,1.2,0.939205
03.02.2025 12:30:28.026 GMT-0000,0.93927,0.93915,1.2,1.2,0.93921
03.02.2025 12:30:28.179 GMT-0000,0.93927,0.93915,1.8,1.2,0.93921
03.02.2025 12:30:28.280 GMT-0000,0.93927,0.93914,1.8,1.2,0.939205
03.02.2025 12:30:28.688 GMT-0000,0.93926,0.93914,1.32,1.2,0.9392
03.02.2025 12:30:28.789 GMT-0000,0.93924,0.93911,1.2,1.5,0.939175
03.02.2025 12:30:28.892 GMT-0000,0.93925,0.93911,1.32,1.5,0.93918
03.02.2025 12:30:29.045 GMT-0000,0.93924,0.93911,1.2,1.5,0.939175
03.02.2025 12:30:30.161 GMT-0000,0.93926,0.93911,1.32,1.12,0.939185
03.02.2025 12:30:30.263 GMT-0000,0.93925,0.93911,1.32,1.12,0.93918
03.02.2025 12:30:30.365 GMT-0000,0.93926,0.93911,1.92,1.12,0.939185
03.02.2025 12:30:30.721 GMT-0000,0.93924,0.93911,1.32,1.2,0.939175
03.02.2025 12:30:30.823 GMT-0000,0.93923,0.9391,1.32,1.2,0.939165
03.02.2025 12:30:30.925 GMT-0000,0.93923,0.9391,1.32,1.2,0.939165
03.02.2025 12:30:31.027 GMT-0000,0.93923,0.93911,2.07,1.2,0.93917
03.02.2025 12:30:31.129 GMT-0000,0.93923,0.9391,2.04,1.2,0.939165
03.02.2025 12:30:32.137 GMT-0000,0.93923,0.9391,1.8,1.2,0.939165
03.02.2025 12:30:32.740 GMT-0000,0.93923,0.93908,1.8,2.1,0.939155
03.02.2025 12:30:33.044 GMT-0000,0.93922,0.93908,1.2,1.12,0.93915
03.02.2025 12:30:33.146 GMT-0000,0.93922,0.9391,1.2,1.2,0.93916
03.02.2025 12:30:33.249 GMT-0000,0.93923,0.9391,1.95,1.2,0.939165
03.02.2025 12:30:33.553 GMT-0000,0.93917,0.93907,1.2,2.1,0.93912
03.02.2025 12:30:35.469 GMT-0000,0.93921,0.93907,2.07,1.5,0.93914
03.02.2025 12:30:36.126 GMT-0000,0.93917,0.93908,1.2,1.2,0.939125
03.02.2025 12:30:36.229 GMT-0000,0.93917,0.93907,1.2,1.2,0.93912
03.02.2025 12:30:38.243 GMT-0000,0.93917,0.93906,1.2,1.12,0.939115
03.02.2025 12:30:41.271 GMT-0000,0.93917,0.93907,1.2,1.5,0.93912
03.02.2025 12:30:41.373 GMT-0000,0.93923,0.93907,2.85,1.62,0.93915
03.02.2025 12:30:41.424 GMT-0000,0.93923,0.93911,1.95,1.2,0.93917
03.02.2025 12:30:42.330 GMT-0000,0.93923,0.93911,1.95,1.2,0.93917
03.02.2025 12:30:44.548 GMT-0000,0.93922,0.9391,1.8,1.2,0.93916
03.02.2025 12:30:44.654 GMT-0000,0.93921,0.93909,1.35,1.2,0.93915
03.02.2025 12:30:44.805 GMT-0000,0.93917,0.93909,1.2,1.2,0.93913
03.02.2025 12:30:44.884 GMT-0000,0.93917,0.93907,1.2,1.2,0.93912
03.02.2025 12:30:44.985 GMT-0000,0.93921,0.9391,1.2,1.2,0.939155
03.02.2025 12:30:45.088 GMT-0000,0.93923,0.93912,1.2,1.2,0.939175
03.02.2025 12:30:45.247 GMT-0000,0.93917,0.93909,1.2,1.2,0.93913
03.02.2025 12:30:45.299 GMT-0000,0.93916,0.93905,1.2,2.25,0.939105
03.02.2025 12:30:45.404 GMT-0000,0.93917,0.93905,1.8,1.35,0.93911
03.02.2025 12:30:45.712 GMT-0000,0.93916,0.93905,1.2,1.2,0.939105
03.02.2025 12:30:45.864 GMT-0000,0.93917,0.93905,1.8,1.2,0.93911
03.02.2025 12:30:46.470 GMT-0000,0.93917,0.93905,2.85,1.8,0.93911
03.02.2025 12:30:47.278 GMT-0000,0.93917,0.93906,1.95,1.2,0.939115
03.02.2025 12:30:47.330 GMT-0000,0.93921,0.93906,4.2,2.1,0.939135
03.02.2025 12:30:47.482 GMT-0000,0.93922,0.93909,1.95,1.2,0.939155
03.02.2025 12:30:47.584 GMT-0000,0.93922,0.9391,1.95,1.2,0.93916
03.02.2025 12:30:47.686 GMT-0000,0.93922,0.93909,1.2,1.8,0.939155
03.02.2025 12:30:47.788 GMT-0000,0.93922,0.93911,1.2,1.2,0.939165
03.02.2025 12:30:48.597 GMT-0000,0.93923,0.93911,1.95,1.2,0.93917
03.02.2025 12:30:48.699 GMT-0000,0.93923,0.93906,1.95,3.12,0.939145
03.02.2025 12:30:49.858 GMT-0000,0.93925,0.9391,1.2,1.32,0.939175
03.02.2025 12:30:49.960 GMT-0000,0.93927,0.93913,2.52,1.2,0.9392
03.02.2025 12:30:50.113 GMT-0000,0.93926,0.93914,1.47,1.2,0.9392
03.02.2025 12:30:50.164 GMT-0000,0.93919,0.93905,1.32,2.1,0.93912
03.02.2025 12:30:50.268 GMT-0000,0.93917,0.93907,1.35,1.2,0.93912
03.02.2025 12:30:50.370 GMT-0000,0.9392,0.93906,2.04,1.21,0.93913
03.02.2025 12:30:50.472 GMT-0000,0.93917,0.93907,1.35,1.2,0.93912
03.02.2025 12:30:50.674 GMT-0000,0.93917,0.93908,1.32,1.2,0.939125
03.02.2025 12:30:50.728 GMT-0000,0.93917,0.93906,1.2,1.2,0.939115
03.02.2025 12:30:51.802 GMT-0000,0.93921,0.93907,1.32,1.8,0.93914
03.02.2025 12:30:51.903 GMT-0000,0.93922,0.93907,1.92,1.2,0.939145
03.02.2025 12:30:52.257 GMT-0000,0.93923,0.93907,2.97,1.2,0.93915
03.02.2025 12:30:52.308 GMT-0000,0.93922,0.93911,1.92,1.2,0.939165
03.02.2025 12:30:52.611 GMT-0000,0.93922,0.93907,1.92,1.2,0.939145
03.02.2025 12:30:52.762 GMT-0000,0.93923,0.93907,2.97,1.2,0.93915
03.02.2025 12:30:52.814 GMT-0000,0.93924,0.93909,2.07,1.12,0.939165
03.02.2025 12:30:52.916 GMT-0000,0.93924,0.9391,2.07,1.2,0.93917
03.02.2025 12:30:53.168 GMT-0000,0.93924,0.93909,2.07,1.12,0.939165
03.02.2025 12:30:53.270 GMT-0000,0.93914,0.93908,1.2,1.2,0.93911
03.02.2025 12:30:53.321 GMT-0000,0.93919,0.93903,1.8,1.2,0.93911
03.02.2025 12:30:53.372 GMT-0000,0.93905,0.93887,1.32,1.57,0.93896
03.02.2025 12:30:53.475 GMT-0000,0.93906,0.93892,1.32,1.5,0.93899
03.02.2025 12:30:53.527 GMT-0000,0.93904,0.93893,1.2,1.5,0.938985
03.02.2025 12:30:53.628 GMT-0000,0.93907,0.93893,1.32,1.5,0.939
03.02.2025 12:30:53.781 GMT-0000,0.93909,0.93894,1.32,1.5,0.939015
03.02.2025 12:30:53.907 GMT-0000,0.93914,0.93895,1.92,1.5,0.939045
03.02.2025 12:30:53.968 GMT-0000,0.93914,0.93899,2.82,1.2,0.939065
03.02.2025 12:30:54.076 GMT-0000,0.93914,0.93899,2.82,1.5,0.939065
03.02.2025 12:30:54.279 GMT-0000,0.93911,0.93896,1.32,1.5,0.939035
03.02.2025 12:30:54.330 GMT-0000,0.93913,0.93894,1.32,1.5,0.939035
03.02.2025 12:30:54.381 GMT-0000,0.93912,0.93894,1.32,1.5,0.93903
03.02.2025 12:30:54.534 GMT-0000,0.93912,0.93895,1.32,1.5,0.939035
03.02.2025 12:30:54.736 GMT-0000,0.93912,0.93895,1.92,1.5,0.939035
03.02.2025 12:30:54.787 GMT-0000,0.93914,0.93896,1.92,1.12,0.93905
03.02.2025 12:30:54.838 GMT-0000,0.93914,0.939,1.92,1.2,0.93907
03.02.2025 12:30:54.939 GMT-0000,0.93914,0.93896,1.92,1.5,0.93905
03.02.2025 12:30:55.493 GMT-0000,0.93914,0.93896,2.97,2.1,0.93905
03.02.2025 12:30:56.499 GMT-0000,0.93914,0.93896,2.52,2.1,0.93905
03.02.2025 12:30:56.751 GMT-0000,0.93913,0.93902,1.92,1.2,0.939075
03.02.2025 12:30:58.562 GMT-0000,0.93913,0.93902,2.52,1.2,0.939075
03.02.2025 12:30:58.664 GMT-0000,0.93909,0.93895,1.2,1.2,0.93902
03.02.2025 12:30:58.766 GMT-0000,0.93909,0.93896,1.2,1.2,0.939025
03.02.2025 12:30:58.817 GMT-0000,0.93907,0.93896,1.8,1.2,0.939015
03.02.2025 12:30:58.868 GMT-0000,0.93905,0.93893,1.2,1.2,0.93899
03.02.2025 12:30:58.920 GMT-0000,0.93907,0.93893,1.2,1.2,0.939
03.02.2025 12:30:58.971 GMT-0000,0.93907,0.93895,1.2,1.2,0.93901
03.02.2025 12:30:59.074 GMT-0000,0.93905,0.93893,1.2,1.2,0.93899
03.02.2025 12:30:59.177 GMT-0000,0.93906,0.93894,1.2,1.2,0.939
03.02.2025 12:30:59.282 GMT-0000,0.93906,0.93893,1.2,1.2,0.938995
03.02.2025 12:30:59.586 GMT-0000,0.93906,0.93891,1.95,1.2,0.938985
03.02.2025 12:30:59.688 GMT-0000,0.93906,0.93887,2.85,1.62,0.938965
03.02.2025 12:30:59.739 GMT-0000,0.93903,0.93885,1.2,1.02,0.93894
03.02.2025 12:30:59.790 GMT-0000,0.93902,0.93888,1.2,1.5,0.93895
03.02.2025 12:31:00.297 GMT-0000,0.93902,0.9389,1.95,1.2,0.93896
03.02.2025 12:31:00.399 GMT-0000,0.93903,0.93889,1.2,1.2,0.93896
03.02.2025 12:31:00.501 GMT-0000,0.93903,0.93891,1.2,1.2,0.93897
03.02.2025 12:31:00.603 GMT-0000,0.93903,0.93885,1.2,1.92,0.93894
03.02.2025 12:31:00.704 GMT-0000,0.93903,0.93885,1.2,1.92,0.93894
03.02.2025 12:31:00.806 GMT-0000,0.93902,0.9389,1.8,1.2,0.93896
03.02.2025 12:31:01.160 GMT-0000,0.93902,0.9389,1.8,1.5,0.93896
03.02.2025 12:31:01.464 GMT-0000,0.93902,0.93889,1.8,2.1,0.938955
03.02.2025 12:31:02.223 GMT-0000,0.93903,0.93888,2.85,1.2,0.938955
03.02.2025 12:31:02.324 GMT-0000,0.93903,0.93889,2.85,1.2,0.93896
03.02.2025 12:31:02.426 GMT-0000,0.93903,0.93883,2.85,1.32,0.93893
03.02.2025 12:31:02.678 GMT-0000,0.93903,0.93883,1.2,1.47,0.93893
03.02.2025 12:31:03.031 GMT-0000,0.93903,0.93889,1.95,1.2,0.93896
03.02.2025 12:31:03.333 GMT-0000,0.93903,0.93883,1.95,1.47,0.93893
03.02.2025 12:31:03.485 GMT-0000,0.93903,0.93883,1.95,1.32,0.93893
03.02.2025 12:31:03.536 GMT-0000,0.93903,0.93889,1.95,1.2,0.93896
03.02.2025 12:31:03.939 GMT-0000,0.93903,0.93883,1.95,1.32,0.93893
03.02.2025 12:31:04.393 GMT-0000,0.93899,0.93885,1.2,1.2,0.93892
03.02.2025 12:31:04.495 GMT-0000,0.93902,0.93885,1.95,1.92,0.938935
03.02.2025 12:31:04.597 GMT-0000,0.93903,0.93887,1.95,1.32,0.93895
03.02.2025 12:31:04.683 GMT-0000,0.93903,0.9389,1.2,1.2,0.938965
03.02.2025 12:31:04.745 GMT-0000,0.93903,0.93885,1.2,1.32,0.93894
03.02.2025 12:31:04.796 GMT-0000,0.93903,0.93888,1.2,1.5,0.938955
03.02.2025 12:31:04.952 GMT-0000,0.93896,0.93889,1.2,1.2,0.938925
03.02.2025 12:31:05.053 GMT-0000,0.93897,0.93883,1.8,1.2,0.9389
03.02.2025 12:31:05.155 GMT-0000,0.93896,0.93883,1.2,1.2,0.938895
03.02.2025 12:31:05.257 GMT-0000,0.93893,0.9388,1.2,1.5,0.938865
03.02.2025 12:31:05.308 GMT-0000,0.93895,0.9388,1.35,1.21,0.938875
03.02.2025 12:31:05.411 GMT-0000,0.93897,0.9388,2.85,1.24,0.938885
03.02.2025 12:31:05.512 GMT-0000,0.93896,0.93882,1.8,1.32,0.93889
03.02.2025 12:31:05.614 GMT-0000,0.93897,0.93883,2.85,1.2,0.9389
03.02.2025 12:31:05.716 GMT-0000,0.93897,0.93884,1.8,1.2,0.938905
03.02.2025 12:31:06.170 GMT-0000,0.93897,0.93885,1.2,1.2,0.93891
03.02.2025 12:31:06.372 GMT-0000,0.93896,0.93885,1.32,1.2,0.938905
03.02.2025 12:31:06.474 GMT-0000,0.93897,0.93884,1.8,1.2,0.938905
03.02.2025 12:31:06.678 GMT-0000,0.93897,0.93885,1.2,1.2,0.93891
03.02.2025 12:31:07.333 GMT-0000,0.93897,0.93886,1.2,1.2,0.938915
03.02.2025 12:31:09.595 GMT-0000,0.93897,0.93887,1.2,1.2,0.93892
03.02.2025 12:31:10.300 GMT-0000,0.93897,0.93885,1.2,1.2,0.93891
03.02.2025 12:31:10.402 GMT-0000,0.93897,0.93884,1.8,1.2,0.938905
03.02.2025 12:31:10.604 GMT-0000,0.93897,0.93883,1.8,1.32,0.9389
03.02.2025 12:31:10.656 GMT-0000,0.93897,0.93888,1.2,1.2,0.938925
03.02.2025 12:31:10.758 GMT-0000,0.93899,0.93888,1.35,1.2,0.938935
03.02.2025 12:31:10.860 GMT-0000,0.93901,0.93888,1.95,1.2,0.938945
03.02.2025 12:31:11.012 GMT-0000,0.93899,0.93888,1.2,1.2,0.938935
03.02.2025 12:31:11.114 GMT-0000,0.939,0.93888,1.35,1.2,0.93894
03.02.2025 12:31:11.318 GMT-0000,0.93899,0.93888,1.2,1.2,0.938935
03.02.2025 12:31:11.822 GMT-0000,0.939,0.93888,1.35,1.2,0.93894
03.02.2025 12:31:11.925 GMT-0000,0.93899,0.93888,1.2,1.2,0.938935
03.02.2025 12:31:12.127 GMT-0000,0.93901,0.93888,1.8,1.2,0.938945
03.02.2025 12:31:12.482 GMT-0000,0.93899,0.93888,1.2,1.2,0.938935
03.02.2025 12:31:13.997 GMT-0000,0.939,0.93888,1.35,1.2,0.93894
03.02.2025 12:31:14.905 GMT-0000,0.93899,0.93888,1.2,1.2,0.938935
03.02.2025 12:31:15.007 GMT-0000,0.93897,0.93888,1.2,1.2,0.938925
03.02.2025 12:31:18.820 GMT-0000,0.939,0.9389,1.2,1.12,0.93895
03.02.2025 12:31:18.871 GMT-0000,0.93902,0.93891,2.25,1.2,0.938965
03.02.2025 12:31:19.023 GMT-0000,0.93904,0.93892,1.8,1.2,0.93898
03.02.2025 12:31:20.333 GMT-0000,0.93904,0.93891,1.8,1.2,0.938975
03.02.2025 12:31:20.887 GMT-0000,0.93904,0.93892,1.8,1.2,0.93898
03.02.2025 12:31:21.089 GMT-0000,0.93904,0.93888,1.92,1.2,0.93896
03.02.2025 12:31:21.140 GMT-0000,0.93899,0.93888,1.35,1.2,0.938935
03.02.2025 12:31:21.747 GMT-0000,0.93902,0.93889,1.95,1.2,0.938955
03.02.2025 12:31:21.848 GMT-0000,0.93902,0.9389,1.95,1.2,0.93896
03.02.2025 12:31:22.653 GMT-0000,0.93902,0.93888,1.95,1.2,0.93895
03.02.2025 12:31:22.856 GMT-0000,0.93902,0.93889,1.95,1.2,0.938955
03.02.2025 12:31:22.957 GMT-0000,0.93902,0.93888,1.95,1.2,0.93895
03.02.2025 12:31:23.562 GMT-0000,0.93901,0.93888,1.8,1.2,0.938945
03.02.2025 12:31:24.820 GMT-0000,0.93902,0.93892,1.2,1.2,0.93897
03.02.2025 12:31:24.922 GMT-0000,0.93905,0.93896,1.8,1.2,0.939005
03.02.2025 12:31:25.075 GMT-0000,0.93904,0.93895,1.35,1.2,0.938995
03.02.2025 12:31:26.586 GMT-0000,0.93901,0.93893,1.2,1.2,0.93897
03.02.2025 12:31:26.688 GMT-0000,0.93902,0.93893,1.8,1.2,0.938975
03.02.2025 12:31:26.942 GMT-0000,0.93903,0.93891,1.2,1.8,0.93897
03.02.2025 12:31:28.003 GMT-0000,0.93902,0.93891,1.35,1.2,0.938965
03.02.2025 12:31:28.660 GMT-0000,0.93904,0.93897,1.2,1.2,0.939005
03.02.2025 12:31:29.016 GMT-0000,0.93907,0.93897,1.2,1.2,0.93902
03.02.2025 12:31:29.723 GMT-0000,0.93906,0.93896,1.2,1.2,0.93901
03.02.2025 12:31:29.926 GMT-0000,0.93907,0.93897,1.8,1.2,0.93902
03.02.2025 12:31:30.231 GMT-0000,0.93906,0.93897,1.2,1.2,0.939015
03.02.2025 12:31:30.383 GMT-0000,0.93907,0.93898,2.25,1.2,0.939025
03.02.2025 12:31:30.485 GMT-0000,0.93907,0.93897,1.35,1.2,0.93902
03.02.2025 12:31:30.685 GMT-0000,0.93907,0.93898,1.35,1.2,0.939025
03.02.2025 12:31:31.191 GMT-0000,0.93907,0.93899,1.35,1.2,0.93903
03.02.2025 12:31:31.394 GMT-0000,0.9391,0.93899,1.95,1.2,0.939045
03.02.2025 12:31:31.496 GMT-0000,0.93911,0.93899,1.8,1.2,0.93905
03.02.2025 12:31:31.649 GMT-0000,0.93911,0.939,1.8,1.8,0.939055
03.02.2025 12:31:32.155 GMT-0000,0.93912,0.93901,1.8,1.2,0.939065
03.02.2025 12:31:32.257 GMT-0000,0.93911,0.939,1.8,1.8,0.939055
03.02.2025 12:31:32.460 GMT-0000,0.93912,0.93901,1.8,1.2,0.939065
03.02.2025 12:31:32.561 GMT-0000,0.93912,0.93901,1.8,1.2,0.939065
03.02.2025 12:31:32.865 GMT-0000,0.93912,0.939,1.8,1.8,0.93906
03.02.2025 12:31:33.220 GMT-0000,0.93911,0.939,1.95,1.2,0.939055
03.02.2025 12:31:33.676 GMT-0000,0.93911,0.93901,1.2,1.2,0.93906
03.02.2025 12:31:33.777 GMT-0000,0.93911,0.939,1.2,1.8,0.939055
03.02.2025 12:31:33.879 GMT-0000,0.93911,0.93901,1.2,1.2,0.93906
03.02.2025 12:31:34.182 GMT-0000,0.93911,0.939,1.2,1.8,0.939055
03.02.2025 12:31:34.333 GMT-0000,0.93912,0.939,1.8,1.8,0.93906
03.02.2025 12:31:35.394 GMT-0000,0.93912,0.93901,1.8,1.2,0.939065
03.02.2025 12:31:35.545 GMT-0000,0.93912,0.93901,1.95,1.2,0.939065
03.02.2025 12:31:36.301 GMT-0000,0.93912,0.939,1.95,1.8,0.93906
03.02.2025 12:31:36.504 GMT-0000,0.93912,0.93901,1.95,1.2,0.939065
03.02.2025 12:31:36.606 GMT-0000,0.93911,0.939,1.35,1.2,0.939055
03.02.2025 12:31:37.316 GMT-0000,0.93911,0.939,1.95,1.2,0.939055
03.02.2025 12:31:38.226 GMT-0000,0.93911,0.93899,1.2,1.2,0.93905
03.02.2025 12:31:38.328 GMT-0000,0.93911,0.93901,1.2,1.2,0.93906
03.02.2025 12:31:38.580 GMT-0000,0.93913,0.93901,2.85,1.2,0.93907
03.02.2025 12:31:39.436 GMT-0000,0.93912,0.93899,1.8,1.2,0.939055
03.02.2025 12:31:39.588 GMT-0000,0.93912,0.93899,1.95,1.2,0.939055
03.02.2025 12:31:40.044 GMT-0000,0.93912,0.93901,1.2,1.2,0.939065
03.02.2025 12:31:40.095 GMT-0000,0.93914,0.93901,2.85,1.2,0.939075
03.02.2025 12:31:40.197 GMT-0000,0.93914,0.93902,1.95,1.2,0.93908
03.02.2025 12:31:40.299 GMT-0000,0.93914,0.93902,1.2,1.2,0.93908
03.02.2025 12:31:40.401 GMT-0000,0.93915,0.93902,1.2,1.2,0.939085
03.02.2025 12:31:40.653 GMT-0000,0.93914,0.93897,1.8,2.22,0.939055
03.02.2025 12:31:40.755 GMT-0000,0.93914,0.93897,1.32,1.5,0.939055
03.02.2025 12:31:40.958 GMT-0000,0.93914,0.93902,1.32,1.2,0.93908
03.02.2025 12:31:41.968 GMT-0000,0.93914,0.93901,1.32,1.12,0.939075
03.02.2025 12:31:42.070 GMT-0000,0.93914,0.93902,1.2,1.2,0.93908
03.02.2025 12:31:42.172 GMT-0000,0.93915,0.93901,1.92,1.12,0.93908
03.02.2025 12:31:42.273 GMT-0000,0.93915,0.93902,1.92,1.2,0.939085
03.02.2025 12:31:42.378 GMT-0000,0.93914,0.93899,1.44,1.5,0.939065
03.02.2025 12:31:42.482 GMT-0000,0.93915,0.93902,1.92,1.2,0.939085
03.02.2025 12:31:43.489 GMT-0000,0.93915,0.93902,2.07,1.2,0.939085
03.02.2025 12:31:44.803 GMT-0000,0.93915,0.93901,2.07,1.12,0.93908
03.02.2025 12:31:45.115 GMT-0000,0.93914,0.93902,1.92,1.2,0.93908
03.02.2025 12:31:45.218 GMT-0000,0.93914,0.93901,1.92,1.12,0.939075
03.02.2025 12:31:45.322 GMT-0000,0.93914,0.93902,1.8,1.2,0.93908
03.02.2025 12:31:45.578 GMT-0000,0.93914,0.93902,2.04,1.2,0.93908
03.02.2025 12:31:46.285 GMT-0000,0.93914,0.93903,1.2,1.2,0.939085
03.02.2025 12:31:46.386 GMT-0000,0.93914,0.93902,1.2,1.2,0.93908
03.02.2025 12:31:46.589 GMT-0000,0.93915,0.93902,1.92,1.2,0.939085
03.02.2025 12:31:46.742 GMT-0000,0.93911,0.93902,1.2,1.2,0.939065
03.02.2025 12:31:46.793 GMT-0000,0.93913,0.93899,1.35,1.5,0.93906
03.02.2025 12:31:46.996 GMT-0000,0.93914,0.93902,1.92,1.2,0.93908
03.02.2025 12:31:47.651 GMT-0000,0.93914,0.93902,2.04,1.2,0.93908
03.02.2025 12:31:51.178 GMT-0000,0.93915,0.93903,1.32,1.2,0.93909
03.02.2025 12:31:51.280 GMT-0000,0.93915,0.93902,1.32,1.2,0.939085
03.02.2025 12:31:51.582 GMT-0000,0.93915,0.93902,1.32,1.2,0.939085
03.02.2025 12:31:52.086 GMT-0000,0.93914,0.93901,1.8,1.12,0.939075
03.02.2025 12:31:52.594 GMT-0000,0.93914,0.93902,1.2,1.2,0.93908
03.02.2025 12:31:52.696 GMT-0000,0.93914,0.93901,1.2,1.12,0.939075
03.02.2025 12:31:52.897 GMT-0000,0.93914,0.93902,1.2,1.2,0.93908
03.02.2025 12:31:53.101 GMT-0000,0.93914,0.93896,1.2,1.77,0.93905
03.02.2025 12:31:53.606 GMT-0000,0.93915,0.93897,1.2,1.74,0.93906
03.02.2025 12:31:54.412 GMT-0000,0.93915,0.93903,1.2,1.2,0.93909
03.02.2025 12:31:55.217 GMT-0000,0.93916,0.93901,1.95,1.12,0.939085
03.02.2025 12:31:55.621 GMT-0000,0.93915,0.93901,2.85,1.12,0.93908
03.02.2025 12:31:55.924 GMT-0000,0.93915,0.93902,2.85,1.2,0.939085
03.02.2025 12:31:56.529 GMT-0000,0.93915,0.93901,2.85,1.12,0.93908
03.02.2025 12:31:56.630 GMT-0000,0.93915,0.93902,2.85,1.2,0.939085
03.02.2025 12:31:56.731 GMT-0000,0.93915,0.93901,2.85,1.12,0.93908
03.02.2025 12:31:57.236 GMT-0000,0.93914,0.93899,1.95,1.32,0.939065
03.02.2025 12:31:57.640 GMT-0000,0.93909,0.93899,1.2,1.2,0.93904
03.02.2025 12:31:57.691 GMT-0000,0.93913,0.93899,1.8,1.12,0.93906
03.02.2025 12:31:58.596 GMT-0000,0.93913,0.93895,1.8,1.74,0.93904
03.02.2025 12:31:59.616 GMT-0000,0.93913,0.93896,1.8,1.65,0.939045
03.02.2025 12:32:00.475 GMT-0000,0.93913,0.93901,1.8,1.2,0.93907
03.02.2025 12:32:01.081 GMT-0000,0.93912,0.93901,2.85,1.2,0.939065
03.02.2025 12:32:01.183 GMT-0000,0.93912,0.939,2.85,1.2,0.93906
03.02.2025 12:32:01.486 GMT-0000,0.93912,0.93895,2.85,1.5,0.939035
03.02.2025 12:32:02.192 GMT-0000,0.93907,0.93898,1.2,1.5,0.939025
03.02.2025 12:32:02.243 GMT-0000,0.93907,0.93895,1.2,1.2,0.93901
03.02.2025 12:32:02.345 GMT-0000,0.93907,0.93895,2.4,1.2,0.93901
03.02.2025 12:32:02.397 GMT-0000,0.93909,0.93901,1.2,1.12,0.93905
03.02.2025 12:32:02.448 GMT-0000,0.93913,0.93899,1.95,1.5,0.93906
03.02.2025 12:32:02.804 GMT-0000,0.93915,0.93901,1.8,1.5,0.93908
03.02.2025 12:32:03.308 GMT-0000,0.93914,0.93901,1.2,1.5,0.939075
03.02.2025 12:32:03.510 GMT-0000,0.93915,0.93901,1.8,1.5,0.93908
03.02.2025 12:32:03.611 GMT-0000,0.93914,0.93901,1.2,1.5,0.939075
03.02.2025 12:32:04.368 GMT-0000,0.9391,0.93901,1.2,1.2,0.939055
03.02.2025 12:32:04.470 GMT-0000,0.93911,0.939,1.2,1.12,0.939055
03.02.2025 12:32:05.427 GMT-0000,0.9391,0.93899,1.2,1.12,0.939045
03.02.2025 12:32:05.532 GMT-0000,0.93907,0.93895,1.8,1.12,0.93901
03.02.2025 12:32:05.837 GMT-0000,0.93907,0.93896,1.2,1.2,0.939015
03.02.2025 12:32:08.149 GMT-0000,0.9391,0.93896,1.2,1.12,0.93903
03.02.2025 12:32:08.251 GMT-0000,0.93913,0.939,1.95,1.2,0.939065
03.02.2025 12:32:08.352 GMT-0000,0.93913,0.93902,1.2,1.2,0.939075
03.02.2025 12:32:08.958 GMT-0000,0.93913,0.939,1.95,1.2,0.939065
03.02.2025 12:32:09.160 GMT-0000,0.93913,0.93902,1.95,1.2,0.939075
03.02.2025 12:32:10.269 GMT-0000,0.93912,0.93896,1.32,2.1,0.93904
03.02.2025 12:32:10.973 GMT-0000,0.93913,0.93902,1.32,1.2,0.939075
03.02.2025 12:32:11.376 GMT-0000,0.93913,0.93902,1.32,1.2,0.939075
03.02.2025 12:32:12.387 GMT-0000,0.93912,0.93898,1.2,1.12,0.93905
03.02.2025 12:32:12.539 GMT-0000,0.93912,0.93895,1.2,2.1,0.939035
03.02.2025 12:32:13.031 GMT-0000,0.93912,0.93899,1.2,1.12,0.939055
03.02.2025 12:32:13.133 GMT-0000,0.93912,0.93902,1.2,1.2,0.93907
03.02.2025 12:32:13.637 GMT-0000,0.93913,0.93902,1.32,1.2,0.939075
03.02.2025 12:32:14.191 GMT-0000,0.93907,0.93897,1.2,1.5,0.93902
03.02.2025 12:32:14.393 GMT-0000,0.93913,0.93896,1.32,1.5,0.939045
03.02.2025 12:32:14.645 GMT-0000,0.93912,0.93896,1.2,1.5,0.93904
03.02.2025 12:32:15.200 GMT-0000,0.93912,0.93902,1.32,1.2,0.93907
03.02.2025 12:32:15.302 GMT-0000,0.93912,0.93896,1.2,1.5,0.93904
03.02.2025 12:32:16.159 GMT-0000,0.93912,0.93894,1.32,1.65,0.93903
03.02.2025 12:32:16.210 GMT-0000,0.93907,0.93897,1.2,1.5,0.93902
03.02.2025 12:32:18.579 GMT-0000,0.93907,0.93896,1.2,1.8,0.939015
03.02.2025 12:32:19.884 GMT-0000,0.93911,0.93898,1.32,1.2,0.939045
03.02.2025 12:32:20.188 GMT-0000,0.93907,0.93897,1.2,1.2,0.93902
03.02.2025 12:32:20.393 GMT-0000,0.93907,0.93896,1.2,1.8,0.939015
03.02.2025 12:32:21.501 GMT-0000,0.93907,0.93895,1.2,2.7,0.93901
03.02.2025 12:32:21.704 GMT-0000,0.93907,0.93896,1.2,1.2,0.939015
03.02.2025 12:32:22.007 GMT-0000,0.93907,0.93896,1.32,1.2,0.939015
