id,t,x,y,z
"2761185","547","0.719225","0.0810674","0.110976"
"2761186","548","0.722091","0.0811734","0.110869"
"2761187","549","0.724961","0.0814124","0.110695"
"2761188","550","0.727848","0.081796","0.110406"
"2761189","551","0.730772","0.0823171","0.109977"
"2761190","552","0.733711","0.0829518","0.1094"
"2761191","553","0.736602","0.0836544","0.108711"
"2761192","554","0.739337","0.0843216","0.108059"
"2761193","555","0.741791","0.0848213","0.107643"
"2761194","556","0.743936","0.0851661","0.107252"
"2761195","557","0.745777","0.0854017","0.106628"
"2761196","558","0.74737","0.0855483","0.105749"
"2761197","559","0.748777","0.0856198","0.10465"
"2761198","560","0.750065","0.08563","0.103367"
"2761199","561","0.751298","0.085593","0.101937"
"2761200","562","0.752541","0.0855224","0.100395"
"2761201","563","0.753894","0.0854344","0.0988248"
"2761202","564","0.755599","0.0853522","0.0975153"
"2761203","565","0.757951","0.0852865","0.0968742"
"2761204","566","0.761178","0.0852089","0.0972361"
"2761205","567","0.765372","0.085083","0.098759"
"2761206","568","0.770165","0.0848784","0.100988"
"2761207","569","0.775071","0.0845665","0.103315"
"2761208","570","0.77968","0.0841182","0.105224"
"2761209","571","0.783865","0.083503","0.106559"
"2761210","572","0.787574","0.0826903","0.107256"
"2761211","573","0.790776","0.0816515","0.107293"
"2761212","574","0.793531","0.0803728","0.10682"
"2761213","575","0.795948","0.0788707","0.106027"
"2761214","576","0.79814","0.0771764","0.105082"
"2761215","577","0.800195","0.0753326","0.104088"
"2761216","578","0.802191","0.0733913","0.103135"
"2761217","579","0.804189","0.0713934","0.102304"
"2761218","580","0.806236","0.0693755","0.10167"
"2761219","581","0.808333","0.0673768","0.101254"
"2761220","582","0.81046","0.0654489","0.101051"
"2761221","583","0.812594","0.0636469","0.101048"
"2761222","584","0.814698","0.0620006","0.101191"
"2761223","585","0.816742","0.0604957","0.101418"
"2761224","586","0.818731","0.0591108","0.101718"
"2761225","587","0.820664","0.0578232","0.10208"
"2761226","588","0.822516","0.0565953","0.102468"
"2761227","589","0.824242","0.055383","0.102856"
"2761228","590","0.825805","0.0541518","0.103233"
"2761229","591","0.827171","0.0528785","0.103575"
"2761230","592","0.828324","0.0515518","0.103868"
"2761231","593","0.829277","0.0501898","0.104098"
"2761232","594","0.830064","0.0488008","0.104249"
"2761233","595","0.830752","0.0473869","0.104332"
"2761234","596","0.831411","0.0459448","0.104363"
"2761235","597","0.832074","0.0444587","0.104324"
"2761236","598","0.832762","0.0429161","0.104215"
"2761237","599","0.833489","0.0412882","0.104042"
"2761238","600","0.834261","0.0395463","0.103805"
"2761239","601","0.835069","0.0376755","0.103492"
"2761240","602","0.835869","0.0356852","0.103051"
"2761241","603","0.836611","0.0336039","0.102424"
"2761242","604","0.837291","0.0314361","0.101633"
"2761243","605","0.837944","0.0291683","0.100764"
"2761244","606","0.838589","0.026817","0.0998732"
"2761245","607","0.839238","0.0244091","0.0990022"
"2761246","608","0.83991","0.021972","0.0981911"
"2761247","609","0.840607","0.0195368","0.0974676"
"2761248","610","0.841328","0.0171204","0.096856"
"2761249","611","0.842046","0.0147183","0.0963393"
"2761250","612","0.842714","0.0123136","0.0958693"
"2761251","613","0.843293","0.00991638","0.0953967"
"2761252","614","0.843772","0.00754171","0.0949156"
"2761253","615","0.84416","0.0051852","0.0944645"
"2761254","616","0.844491","0.00286132","0.0941265"
"2761255","617","0.844801","0.000604266","0.0939909"
"2761256","618","0.845092","-0.00155536","0.0940925"
"2761257","619","0.845343","-0.00358769","0.0944338"
"2761258","620","0.845536","-0.00547468","0.0950112"
"2761259","621","0.845645","-0.0072086","0.0957858"
"2761260","622","0.845662","-0.00879436","0.096731"
"2761261","623","0.845563","-0.0102373","0.0977858"
"2761262","624","0.845356","-0.0115541","0.0989342"
"2761263","625","0.845051","-0.0127942","0.10017"
"2761264","626","0.84466","-0.0140076","0.101477"
"2761265","627","0.844199","-0.0152342","0.102839"
"2761266","628","0.843689","-0.0164924","0.104245"
"2761267","629","0.843146","-0.0177804","0.105676"
"2761268","630","0.842587","-0.0191128","0.107126"
"2761269","631","0.842013","-0.0205118","0.108572"
"2761270","632","0.841426","-0.0219947","0.109998"
"2761271","633","0.840836","-0.0235771","0.111403"
"2761272","634","0.840255","-0.0252696","0.112791"
"2761273","635","0.839683","-0.0270721","0.114161"
"2761274","636","0.839107","-0.0289732","0.115492"
"2761275","637","0.838512","-0.0309657","0.116764"
"2761276","638","0.837895","-0.0330432","0.117968"
"2761277","639","0.837256","-0.0351887","0.119097"
"2761278","640","0.836589","-0.0373781","0.120147"
"2761279","641","0.835898","-0.039587","0.121141"
"2761280","642","0.835194","-0.0417766","0.122112"
"2761281","643","0.834486","-0.0438962","0.123098"
"2761282","644","0.83377","-0.0459131","0.124117"
"2761283","645","0.83303","-0.0478087","0.12518"
"2761284","646","0.83225","-0.0495723","0.126295"
"2761285","647","0.831418","-0.0512007","0.127466"
"2761286","648","0.830525","-0.0527003","0.128677"
"2761287","649","0.829568","-0.0540808","0.1299"
"2761288","650","0.82855","-0.0553495","0.131103"
"2761289","651","0.827481","-0.0565166","0.132248"
"2761290","652","0.82637","-0.0576021","0.133307"
"2761291","653","0.82524","-0.0586291","0.134279"
"2761292","654","0.824103","-0.0596193","0.13517"
"2761293","655","0.822955","-0.0605918","0.13599"
"2761294","656","0.821792","-0.0615618","0.136757"
"2761295","657","0.820612","-0.0625376","0.137487"
"2761296","658","0.819407","-0.0635293","0.138189"
"2761297","659","0.818163","-0.0645443","0.138871"
"2761298","660","0.816865","-0.0655897","0.139549"
"2761299","661","0.815504","-0.0666676","0.140232"
"2761300","662","0.814088","-0.0677782","0.140929"
"2761301","663","0.812637","-0.0689133","0.141659"
"2761302","664","0.811162","-0.0700554","0.142423"
"2761303","665","0.809678","-0.0711922","0.143222"
"2761304","666","0.808186","-0.0723185","0.144051"
"2761305","667","0.806665","-0.073436","0.144878"
"2761306","668","0.8051","-0.0745593","0.145675"
"2761307","669","0.803483","-0.0757088","0.146401"
"2761308","670","0.801815","-0.076904","0.146979"
"2761309","671","0.800112","-0.0781678","0.147306"
"2761310","672","0.7984","-0.0795294","0.147261"
"2761311","673","0.796714","-0.0810295","0.14676"
"2761312","674","0.795096","-0.0827084","0.145804"
"2761313","675","0.793598","-0.0845786","0.144469"
"2761314","676","0.792273","-0.0865983","0.14286"
"2761315","677","0.791181","-0.0886829","0.141099"
"2761316","678","0.790385","-0.0907377","0.139286"
"2761317","679","0.789936","-0.0926781","0.137478"
"2761318","680","0.789862","-0.0944298","0.135694"
"2761319","681","0.790158","-0.0959474","0.13394"
"2761320","682","0.790812","-0.0972246","0.132244"
"2761321","683","0.791789","-0.0982906","0.130637"
"2761322","684","0.793028","-0.099191","0.129155"
"2761323","685","0.794433","-0.0999698","0.127827"
"2761324","686","0.795889","-0.100671","0.126656"
"2761325","687","0.797312","-0.101329","0.125652"
"2761326","688","0.798689","-0.101959","0.124857"
"2761327","689","0.80006","-0.102578","0.124314"
"2761328","690","0.801482","-0.103215","0.124042"
"2761329","691","0.803003","-0.103891","0.124017"
"2761330","692","0.804632","-0.104611","0.124148"
"2761331","693","0.80634","-0.105378","0.124341"
"2761332","694","0.808105","-0.106183","0.124562"
"2761333","695","0.809889","-0.107024","0.124802"
"2761334","696","0.811674","-0.10792","0.125087"
"2761335","697","0.813449","-0.108883","0.125445"
"2761336","698","0.815213","-0.109918","0.125904"
"2761337","699","0.816963","-0.111029","0.126477"
"2761338","700","0.818709","-0.112185","0.127172"
"2761339","701","0.82046","-0.113358","0.127988"
"2761340","702","0.822194","-0.114533","0.128887"
"2761341","703","0.823905","-0.115689","0.129861"
"2761342","704","0.825585","-0.116818","0.130908"
"2761343","705","0.82722","-0.117922","0.132013"
"2761344","706","0.828799","-0.119008","0.133158"
"2761345","707","0.830303","-0.120084","0.134323"
"2761346","708","0.831707","-0.121172","0.135484"
"2761347","709","0.832983","-0.122287","0.136611"
"2761348","710","0.834115","-0.123429","0.137676"
"2761349","711","0.835118","-0.124569","0.138684"
"2761350","712","0.836009","-0.125647","0.139657"
"2761351","713","0.836791","-0.126583","0.140585"
"2761352","714","0.83748","-0.127312","0.141476"
"2761353","715","0.838098","-0.127804","0.142348"
"2761354","716","0.838645","-0.128071","0.143187"
"2761355","717","0.839113","-0.128158","0.143986"
"2761356","718","0.839504","-0.128141","0.144735"
"2761357","719","0.839834","-0.128102","0.145424"
"2761358","720","0.840131","-0.128105","0.146045"
"2761359","721","0.840403","-0.128185","0.146551"
"2761360","722","0.840651","-0.128362","0.146852"
"2761361","723","0.84088","-0.128626","0.146839"
"2761362","724","0.841094","-0.12893","0.146431"
"2761363","725","0.841325","-0.129191","0.145642"
"2761364","726","0.841608","-0.129348","0.144565"
"2761365","727","0.841964","-0.12936","0.14333"
"2761366","728","0.842393","-0.129227","0.142059"
"2761367","729","0.842888","-0.129004","0.140855"
"2761368","730","0.843458","-0.12875","0.139789"
"2761369","731","0.844147","-0.128504","0.13892"
"2761370","732","0.844979","-0.128286","0.138266"
"2761371","733","0.845969","-0.128093","0.137815"
"2761372","734","0.847133","-0.127911","0.137532"
"2761373","735","0.848497","-0.127734","0.137389"
"2761374","736","0.850061","-0.127584","0.13734"
"2761375","737","0.851781","-0.127508","0.137332"
"2761376","738","0.853572","-0.127539","0.137327"
"2761377","739","0.855356","-0.127708","0.137323"
"2761378","740","0.8571","-0.128024","0.137374"
"2761379","741","0.858777","-0.128474","0.137515"
"2761380","742","0.860357","-0.129009","0.137734"
"2761381","743","0.861808","-0.129581","0.137994"
"2761382","744","0.863102","-0.130154","0.138271"
"2761383","745","0.864224","-0.130713","0.138574"
"2761384","746","0.865188","-0.131246","0.13893"
"2761385","747","0.866017","-0.13175","0.139366"
"2761386","748","0.866748","-0.132203","0.139891"
"2761387","749","0.867419","-0.132569","0.1405"
"2761388","750","0.86806","-0.132829","0.141145"
"2761389","751","0.868714","-0.132974","0.141786"
"2761390","752","0.869438","-0.133","0.142412"
"2761391","753","0.870265","-0.13292","0.143024"
"2761392","754","0.871208","-0.13276","0.14362"
"2761393","755","0.872241","-0.132546","0.144195"
"2761394","756","0.873312","-0.132291","0.144726"
"2761395","757","0.874359","-0.131998","0.145176"
"2761396","758","0.875346","-0.131688","0.145545"
"2761397","759","0.876276","-0.131403","0.14586"
"2761398","760","0.877141","-0.131158","0.146125"
"2761399","761","0.877921","-0.130951","0.146284"
"2761400","762","0.878621","-0.130774","0.146306"
"2761401","763","0.879257","-0.130617","0.146167"
"2761402","764","0.879856","-0.130455","0.145847"
"2761403","765","0.880444","-0.130263","0.145379"
"2761404","766","0.881053","-0.130022","0.144836"
"2761405","767","0.881712","-0.129723","0.144292"
"2761406","768","0.882457","-0.129389","0.143805"
"2761407","769","0.883336","-0.129064","0.143424"
"2761408","770","0.884403","-0.128818","0.143196"
"2761409","771","0.88567","-0.128708","0.143112"
"2761410","772","0.887116","-0.128749","0.14315"
"2761411","773","0.888704","-0.12893","0.143294"
"2761412","774","0.890378","-0.129208","0.143514"
"2761413","775","0.892083","-0.129512","0.143777"
"2761414","776","0.893768","-0.129781","0.144034"
"2761415","777","0.895406","-0.13","0.144265"
"2761416","778","0.896977","-0.130164","0.144453"
"2761417","779","0.898476","-0.130262","0.144585"
"2761418","780","0.899937","-0.130302","0.144688"
"2761419","781","0.90139","-0.130303","0.144784"
"2761420","782","0.902863","-0.130294","0.144882"
"2761421","783","0.904367","-0.130312","0.144986"
"2761422","784","0.905886","-0.13039","0.145098"
"2761423","785","0.907369","-0.130552","0.145221"
"2761424","786","0.908758","-0.130784","0.145382"
"2761425","787","0.90999","-0.131077","0.14559"
"2761426","788","0.911009","-0.131454","0.145845"
"2761427","789","0.911767","-0.131921","0.146116"
"2761428","790","0.912245","-0.1325","0.146351"
"2761429","791","0.912495","-0.133183","0.146522"
"2761430","792","0.91259","-0.133942","0.146604"
"2761431","793","0.912608","-0.134746","0.146598"
"2761432","794","0.912606","-0.135536","0.146491"
"2761433","795","0.912589","-0.136241","0.146246"
"2761434","796","0.912509","-0.13681","0.145827"
"2761435","797","0.912305","-0.137252","0.145253"
"2761436","798","0.911953","-0.137598","0.144608"
"2761437","799","0.911468","-0.137843","0.144002"
"2761438","800","0.91089","-0.13798","0.143516"
"2761439","801","0.910298","-0.138015","0.143212"
"2761440","802","0.909784","-0.137965","0.143119"
"2761441","803","0.90942","-0.137852","0.143247"
"2761442","804","0.90923","-0.137702","0.143579"
"2761443","805","0.909166","-0.137541","0.144059"
"2761444","806","0.909163","-0.137385","0.144631"
"2761445","807","0.909163","-0.137245","0.145236"
"2761446","808","0.909132","-0.137123","0.145803"
"2761447","809","0.909041","-0.137036","0.146221"
"2761448","810","0.908888","-0.137002","0.14637"
"2761449","811","0.908703","-0.137042","0.146161"
"2761450","812","0.908551","-0.137191","0.145594"
"2761451","813","0.908506","-0.137501","0.144768"
"2761452","814","0.908599","-0.137986","0.143799"
"2761453","815","0.908808","-0.138648","0.142781"
"2761454","816","0.909088","-0.139519","0.141801"
"2761455","817","0.909374","-0.140604","0.140887"
"2761456","818","0.909634","-0.141888","0.140059"
"2761457","819","0.90985","-0.143304","0.139324"
"2761458","820","0.910015","-0.144703","0.138719"
"2761459","821","0.910138","-0.145913","0.138301"
"2761460","822","0.910225","-0.146852","0.138044"
"2761461","823","0.910283","-0.147508","0.137915"
"2761462","824","0.910317","-0.147899","0.137866"
"2761463","825","0.910326","-0.148074","0.137858"
"2761464","826","0.910319","-0.148073","0.137871"
"2761465","827","0.910307","-0.147935","0.137884"
"2761466","828","0.910288","-0.147717","0.137862"
"2761467","829","0.910251","-0.14748","0.1378"
"2761468","830","0.910194","-0.147274","0.13772"
"2761469","831","0.910107","-0.147111","0.137638"
"2761470","832","0.909998","-0.146983","0.137551"
"2761471","833","0.909874","-0.146881","0.13745"
"2761472","834","0.909738","-0.146798","0.137335"
"2761473","835","0.909594","-0.146731","0.137208"
"2761474","836","0.909442","-0.146676","0.137073"
"2761475","837","0.909286","-0.146628","0.136932"
"2761476","838","0.909128","-0.146585","0.136788"
