x,y,vel_x,vel_y
0.405702,-0.0204561,0.425312,-0.0456454
0.41002,-0.0208796,0.438959,-0.0389159
0.414495,-0.021232,0.456871,-0.0314522
0.419171,-0.0215069,0.479019,-0.0234832
0.424089,-0.0217016,0.505254,-0.0154889
0.429281,-0.0218221,0.532903,-0.00911761
0.434746,-0.0218965,0.560025,-0.00653105
0.440474,-0.0219744,0.584841,-0.0104542
0.446429,-0.0221267,0.605521,-0.0207122
0.452563,-0.0223933,0.619794,-0.0323554
0.4588,-0.0227684,0.626824,-0.0423634
0.465082,-0.0232324,0.628461,-0.0499314
0.471358,-0.0237593,0.626655,-0.0551742
0.477614,-0.0243314,0.624622,-0.0590706
0.483853,-0.0249349,0.623215,-0.0612285
0.490076,-0.0255431,0.621112,-0.0595014
0.49627,-0.0261077,0.617453,-0.0526198
0.502421,-0.0265797,0.61264,-0.0409991
0.508519,-0.0269139,0.606795,-0.0252229
0.514555,-0.0270766,0.600238,-0.00719572
0.520525,-0.0270662,0.59407,0.00831156
0.526438,-0.0269225,0.588487,0.0201944
0.532295,-0.0266657,0.582924,0.0310419
0.538093,-0.0262956,0.576454,0.0437096
0.543817,-0.0257749,0.567883,0.0613657
0.549446,-0.0250555,0.557926,0.0828483
0.554983,-0.0241293,0.550058,0.10092
0.560459,-0.0230585,0.545549,0.112573
0.5659,-0.0218922,0.543056,0.11993
0.571323,-0.0206684,0.541405,0.124737
0.576727,-0.0193993,0.53933,0.128973
0.582105,-0.018086,0.535917,0.134098
0.587439,-0.0167093,0.53048,0.141653
0.592712,-0.0152504,0.524206,0.14997
0.597919,-0.0137069,0.516877,0.159187
0.60304,-0.0120553,0.506703,0.171808
0.608045,-0.0102609,0.494069,0.187396
0.612925,-0.00831294,0.482549,0.201318
0.617704,-0.00624621,0.47331,0.211724
0.622394,-0.00408571,0.464917,0.219956
0.627002,-0.00185263,0.456499,0.226529
0.631523,0.000438459,0.447924,0.231179
0.635961,0.00276095,0.439426,0.232828
0.640309,0.00508612,0.430019,0.231806
0.644556,0.00739033,0.419105,0.228761
0.648685,0.0096572,0.406526,0.224474
0.652681,0.0118784,0.392364,0.219774
0.656528,0.014054,0.376797,0.215486
0.660213,0.0161911,0.360057,0.212083
0.663725,0.0182993,0.34222,0.209763
0.667054,0.0203901,0.323215,0.208559
0.670184,0.0224729,0.302619,0.208068
0.673098,0.0245508,0.279629,0.207389
0.675765,0.0266153,0.253041,0.205094
0.678142,0.0286397,0.22143,0.198896
0.680172,0.03057,0.183265,0.185731
0.681781,0.0323202,0.137051,0.162337
0.682883,0.0337752,0.0819531,0.126501
0.683392,0.0348088,0.0186477,0.0782324
0.683236,0.0353072,-0.0505866,0.0201648
0.682373,0.0351975,-0.122198,-0.04228
0.680799,0.0344699,-0.191793,-0.102249
0.678559,0.0331827,-0.254801,-0.153173
0.675738,0.0314541,-0.307242,-0.189791
0.672458,0.0294448,-0.346406,-0.209033
0.66886,0.0273325,-0.370649,-0.210569
0.665098,0.0252861,-0.379149,-0.196274
0.661329,0.023449,-0.372009,-0.169372
0.657705,0.0219272,-0.350588,-0.133921
0.654355,0.0207861,-0.31795,-0.0938183
0.651369,0.0200563,-0.278569,-0.052091
0.64879,0.0197426,-0.237115,-0.0108543
0.64662,0.0198332,-0.197418,0.0285955
0.644827,0.0203047,-0.162129,0.065095
0.643359,0.0211197,-0.132406,0.0969575
0.642164,0.0222193,-0.107371,0.121443
0.641205,0.0235095,-0.0843051,0.134224
0.640471,0.0248704,-0.0632262,0.136995
0.639918,0.0262329,-0.0489001,0.134822
0.639463,0.0275528,-0.0434176,0.128438
0.639029,0.0287877,-0.0442133,0.117849
0.638568,0.0298966,-0.0484619,0.103309
0.638054,0.030841,-0.0545198,0.0849139
0.637472,0.0315841,-0.0619894,0.0633021
0.636808,0.0321021,-0.0712204,0.0402216
0.63604,0.0323902,-0.0829269,0.0176371
0.635139,0.0324617,-0.0979257,-0.00289874
0.63407,0.032341,-0.116439,-0.0208106
0.632805,0.0320633,-0.13634,-0.0333923
0.63135,0.0316969,-0.154184,-0.038854
0.62974,0.0312975,-0.166564,-0.0409079
0.62804,0.0308807,-0.172316,-0.0423578
0.626309,0.0304554,-0.173364,-0.0422949
0.62458,0.0300462,-0.172253,-0.0388342
0.622863,0.029694,-0.171402,-0.0308024
0.621146,0.0294449,-0.172337,-0.0183274
0.619409,0.0293382,-0.175458,-0.00260748
0.617633,0.0293962,-0.179893,0.0141501
0.615815,0.0296139,-0.183277,0.0287129
0.613985,0.029951,-0.181419,0.0374228
0.612226,0.0303319,-0.167601,0.0369864
0.610664,0.0306672,-0.144419,0.0294961
0.609335,0.0309183,-0.122037,0.0209493
0.608204,0.0310963,-0.10543,0.0154292
0.607201,0.0312468,-0.0965436,0.0158909
0.606246,0.0314418,-0.0959163,0.0246644
0.605255,0.0317732,-0.103565,0.0433699
0.604148,0.0323423,-0.119043,0.0720128
0.602854,0.033235,-0.140686,0.107114
0.601329,0.0344736,-0.164092,0.138902
0.599597,0.0359373,-0.180024,0.147967
0.59776,0.0373493,-0.186228,0.131969
0.595883,0.0385462,-0.189107,0.106841
0.593976,0.0394849,-0.192719,0.0813269
0.592019,0.0401847,-0.199354,0.0594012
0.589974,0.0406867,-0.210419,0.0416214
0.587797,0.0410292,-0.225474,0.0274538
0.585466,0.0412505,-0.240051,0.0177089
0.583006,0.0413979,-0.251582,0.0123292
0.580439,0.0415054,-0.261891,0.00941891
0.577766,0.0415895,-0.272939,0.00747361
0.574977,0.0416569,-0.284831,0.00614162
0.572068,0.0417152,-0.297027,0.00566803
0.56904,0.0417751,-0.308264,0.00664148
0.565911,0.0418547,-0.317147,0.00960426
0.562702,0.0419734,-0.324302,0.0144591
0.559429,0.0421494,-0.330332,0.0209761
0.556098,0.0423972,-0.335809,0.0287626
0.552711,0.0427281,-0.341696,0.0375773
0.549262,0.0431498,-0.348036,0.0467019
0.545757,0.043655,-0.352387,0.0536798
0.542226,0.0442128,-0.353366,0.0574758
0.5387,0.0447969,-0.3512,0.058994
0.535212,0.0453874,-0.345971,0.0589465
0.531788,0.0459744,-0.338624,0.0584749
0.528444,0.0465588,-0.330007,0.0585527
0.52519,0.0471495,-0.320757,0.0598517
0.522028,0.0477612,-0.311541,0.0627836
0.518956,0.0484107,-0.30303,0.0673789
0.515963,0.0491133,-0.295838,0.073327
0.513034,0.0498809,-0.290388,0.080372
0.510149,0.050724,-0.286985,0.0883768
0.507284,0.0516483,-0.286799,0.0963407
0.504399,0.0526464,-0.290775,0.102982
0.501457,0.0536998,-0.29805,0.107176
0.498437,0.0547774,-0.305648,0.107637
0.495363,0.0558369,-0.307496,0.1034
0.492337,0.056826,-0.294362,0.0933227
0.489493,0.057696,-0.276263,0.0810515
0.486766,0.0584573,-0.272028,0.0718535
0.484007,0.0591409,-0.281422,0.0649905
0.481115,0.0597586,-0.297573,0.058581
0.478051,0.0603137,-0.314843,0.0525309
0.474827,0.0608127,-0.329233,0.0475374
0.471483,0.0612714,-0.338582,0.0446242
0.468073,0.0617141,-0.342644,0.0443856
0.464642,0.0621691,-0.343185,0.0471597
0.461213,0.0626683,-0.342795,0.0532393
0.457782,0.0632454,-0.343802,0.0627502
0.454328,0.0639329,-0.347281,0.0751201
0.450832,0.0647546,-0.351919,0.0895449
0.447292,0.0657318,-0.355892,0.106393
0.443723,0.0668902,-0.357363,0.125558
0.440165,0.0682393,-0.352967,0.143616
0.4367,0.0697302,-0.337727,0.151963
0.43343,0.0712455,-0.316572,0.150388
0.430352,0.0727293,-0.30016,0.146235
0.42741,0.0741649,-0.288805,0.14048
0.424589,0.0755184,-0.273722,0.12857
0.421974,0.0766986,-0.247027,0.105363
0.419697,0.0775789,-0.2056,0.0681189
0.417915,0.0780095,-0.148314,0.0154418
0.416767,0.0778486,-0.0801875,-0.0489756
0.416291,0.0770375,-0.0180366,-0.111145
0.416353,0.0756587,0.0280428,-0.163425
0.416808,0.0737887,0.0608757,-0.209801
0.417528,0.071478,0.0811461,-0.251556
0.418389,0.0687755,0.0888338,-0.28795
0.419267,0.0657445,0.0849716,-0.316711
0.420058,0.0624807,0.0720011,-0.333618
0.420686,0.0591328,0.0529143,-0.332326
0.42111,0.0558706,0.0320989,-0.320112
0.42134,0.0527176,0.0147087,-0.311776
0.421422,0.0496084,0.00266314,-0.311461
0.421406,0.0464653,-0.00560387,-0.318076
0.421316,0.0432473,-0.0120687,-0.324572
0.421165,0.039995,-0.0183465,-0.324729
0.420945,0.036774,-0.0258926,-0.318491
0.42064,0.0336418,-0.0354868,-0.307253
0.420229,0.0306397,-0.0469067,-0.292785
0.419699,0.0277909,-0.0591117,-0.276883
0.419048,0.0251012,-0.0709441,-0.261232
0.418284,0.0225609,-0.0817039,-0.247195
0.417419,0.0201485,-0.0909045,-0.235788
0.416472,0.0178348,-0.0983215,-0.227494
0.415459,0.0155888,-0.10407,-0.222166
0.414396,0.0133836,-0.108303,-0.219188
0.413297,0.0111996,-0.111113,-0.217843
0.412178,0.00902237,-0.112416,-0.217812
0.411054,0.00683979,-0.112306,-0.218846
0.409935,0.00464307,-0.111339,-0.220595
0.408828,0.00242687,-0.110067,-0.22265
0.407734,0.000190667,-0.108725,-0.224527
0.406652,-0.0020623,-0.107878,-0.225994
0.405572,-0.00432739,-0.108227,-0.226914
0.404482,-0.00659789,-0.110067,-0.227026
0.403366,-0.00886449,-0.113279,-0.226113
0.402214,-0.0111166,-0.117424,-0.224133
0.401017,-0.0133432,-0.121815,-0.220977
0.399778,-0.0155318,-0.12586,-0.216525
0.398501,-0.0176694,-0.129462,-0.210764
0.39719,-0.0197423,-0.132697,-0.203574
0.395848,-0.0217364,-0.135742,-0.195055
0.394476,-0.0236398,-0.138723,-0.185457
0.393073,-0.025443,-0.141786,-0.17508
0.391638,-0.0271406,-0.145406,-0.164439
0.390162,-0.0287327,-0.150084,-0.154082
0.388632,-0.0302249,-0.156149,-0.144542
0.387034,-0.0316274,-0.163656,-0.136166
0.385354,-0.0329525,-0.172631,-0.129067
0.383575,-0.0342132,-0.183364,-0.123309
0.38168,-0.0354233,-0.196094,-0.118947
0.379647,-0.0365963,-0.210875,-0.115814
0.377458,-0.0377424,-0.226901,-0.113512
0.375109,-0.0388681,-0.242779,-0.111696
0.372609,-0.0399763,-0.256735,-0.109873
0.369992,-0.0410622,-0.265512,-0.107048
0.367334,-0.0421082,-0.263696,-0.101509
0.36478,-0.0430741,-0.243167,-0.0904712
0.362511,-0.0439068,-0.210682,-0.0761909
0.360546,-0.0446068,-0.184401,-0.0645767
0.358769,-0.045216,-0.174254,-0.058245
0.357003,-0.0457889,-0.181528,-0.0570816
0.355096,-0.0463693,-0.201525,-0.0594309
0.352946,-0.0469838,-0.229388,-0.0636737
0.350497,-0.0476459,-0.26046,-0.0688462
0.347749,-0.0483625,-0.287952,-0.0745279
0.344783,-0.0491374,-0.302121,-0.0805104
0.34176,-0.0499722,-0.300292,-0.0863583
0.338807,-0.0508621,-0.289457,-0.0914731
0.335976,-0.0517982,-0.27706,-0.0955505
0.333255,-0.0527683,-0.267798,-0.0981802
0.330604,-0.0537557,-0.26336,-0.0989776
0.327973,-0.0547416,-0.263409,-0.0978786
0.325325,-0.0557072,-0.266519,-0.0949647
0.322638,-0.0566349,-0.270998,-0.0902778
0.319905,-0.0575074,-0.275483,-0.0839773
0.317132,-0.05831,-0.278942,-0.0763178
0.314332,-0.0590301,-0.280629,-0.0675581
0.311526,-0.0596585,-0.280276,-0.058011
0.308733,-0.0601898,-0.278128,-0.0483035
0.305968,-0.060627,-0.274656,-0.0393299
0.303243,-0.0609813,-0.27019,-0.0318289
0.300567,-0.0612703,-0.264866,-0.0263253
0.297949,-0.0615146,-0.258712,-0.0228636
0.295395,-0.061733,-0.251839,-0.0210446
0.292913,-0.0619396,-0.24458,-0.0204421
0.290501,-0.0621448,-0.238036,-0.0207244
0.288142,-0.0623561,-0.234733,-0.0216345
0.28579,-0.0625794,-0.236565,-0.023121
0.283395,-0.0628213,-0.242904,-0.0254167
0.280923,-0.0630918,-0.251837,-0.0289188
0.278356,-0.0634053,-0.261636,-0.0341314
0.275691,-0.0637815,-0.271225,-0.041482
0.272935,-0.0642425,-0.27965,-0.0510799
0.270107,-0.064809,-0.285457,-0.0624522
0.267243,-0.0654927,-0.286124,-0.0741827
0.264415,-0.066286,-0.2774,-0.0838939
0.261748,-0.0671533,-0.25284,-0.0884303
0.259386,-0.068046,-0.220139,-0.0904074
0.257317,-0.0689716,-0.195883,-0.0954064
0.255423,-0.0699613,-0.185289,-0.102556
0.253572,-0.0710211,-0.186515,-0.109223
0.251668,-0.0721406,-0.195103,-0.114348
0.24966,-0.0732998,-0.206704,-0.117016
0.247534,-0.0744713,-0.218267,-0.116784
0.2453,-0.0756261,-0.228066,-0.113725
0.24298,-0.0767374,-0.235552,-0.108161
0.240597,-0.0777822,-0.2408,-0.100467
0.238171,-0.078741,-0.244098,-0.0910499
0.23572,-0.0795984,-0.245705,-0.0802037
0.233261,-0.0803401,-0.245877,-0.0678537
0.230806,-0.0809504,-0.244939,-0.0539597
0.228365,-0.081415,-0.243162,-0.0387694
0.225945,-0.0817227,-0.240835,-0.0226561
0.22355,-0.0818666,-0.238157,-0.00608484
0.221183,-0.0818446,-0.235053,0.0104206
0.218851,-0.08166,-0.231348,0.0263582
0.216558,-0.0813212,-0.227078,0.0411698
0.21431,-0.0808413,-0.222436,0.0545729
0.212111,-0.0802339,-0.217476,0.0667237
0.209962,-0.0795111,-0.212236,0.0776119
0.207866,-0.0786866,-0.207038,0.087029
0.205819,-0.0777762,-0.202469,0.0947378
0.203812,-0.0767986,-0.199227,0.100415
0.201829,-0.0757765,-0.197729,0.10351
0.199851,-0.0747386,-0.19808,0.103554
0.197863,-0.0737164,-0.199714,0.100316
0.195859,-0.0727433,-0.20079,0.0937581
0.193861,-0.0718523,-0.197752,0.0838649
0.191936,-0.0710785,-0.184921,0.0702163
0.190177,-0.0704511,-0.167512,0.0556327
0.18856,-0.0699553,-0.157919,0.0442127
0.186981,-0.0695548,-0.15974,0.0364173
0.185334,-0.0692194,-0.171002,0.0309075
0.183542,-0.068934,-0.188019,0.0261905
0.181566,-0.0686961,-0.207221,0.0213187
0.179399,-0.0685086,-0.225928,0.0161624
0.177054,-0.0683726,-0.242676,0.0110816
0.174553,-0.0682851,-0.257029,0.00655678
0.17192,-0.0682377,-0.269326,0.0031408
0.169171,-0.0682165,-0.280401,0.00143909
0.166314,-0.0682022,-0.290909,0.00177529
0.163355,-0.0681747,-0.300731,0.00401167
0.160305,-0.068117,-0.308867,0.00773032
0.157192,-0.068018,-0.312723,0.0120672
0.154081,-0.0678777,-0.307532,0.0157988
0.151049,-0.0677052,-0.300086,0.0185757
0.148041,-0.0675092,-0.303997,0.0204348
0.144926,-0.0673007,-0.320734,0.0210594
0.141622,-0.067094,-0.338967,0.0198863
0.138198,-0.0669099,-0.341891,0.0166097
0.134892,-0.0667653,-0.312439,0.012293
0.131992,-0.0666647,-0.27026,0.00780464
0.12941,-0.0666106,-0.250894,0.00288737
0.126882,-0.0666096,-0.259058,-0.00282959
0.12418,-0.0666704,-0.281926,-0.00951509
0.121244,-0.066803,-0.304642,-0.0171258
0.118107,-0.0670158,-0.3216,-0.0255862
0.114836,-0.0673172,-0.331411,-0.0348091
0.111499,-0.0677134,-0.335049,-0.0444749
0.108148,-0.0682072,-0.334642,-0.0542773
0.104811,-0.0687997,-0.3328,-0.0642844
0.10149,-0.0694942,-0.331638,-0.0747028
0.0981713,-0.0702953,-0.332546,-0.0856018
0.0948339,-0.0712076,-0.335019,-0.0968933
0.091478,-0.0722355,-0.335357,-0.108868
0.0881445,-0.0733887,-0.330361,-0.121974
0.0848896,-0.074678,-0.319717,-0.135995
0.0817646,-0.0761085,-0.304738,-0.149979
0.0788009,-0.0776726,-0.287935,-0.162456
0.0760054,-0.0793475,-0.271288,-0.17191
0.0733729,-0.0810967,-0.255318,-0.177152
0.0708969,-0.0828746,-0.239977,-0.177589
0.0685715,-0.0846332,-0.225213,-0.173422
0.0663901,-0.0863315,-0.211203,-0.165813
0.0643395,-0.0879414,-0.199572,-0.155792
0.0623827,-0.0894409,-0.192739,-0.143846
0.0604648,-0.0908154,-0.191877,-0.131019
0.0585254,-0.0920632,-0.196943,-0.118751
0.0565082,-0.0931963,-0.20732,-0.108243
0.0543642,-0.0942362,-0.222131,-0.100195
0.0520553,-0.095208,-0.240025,-0.0945033
0.0495611,-0.0961318,-0.25871,-0.0904521
0.0468916,-0.0970191,-0.274267,-0.0870102
0.0441061,-0.097868,-0.280707,-0.0823824
0.0413359,-0.0986542,-0.269594,-0.0739868
0.0387461,-0.0993412,-0.248917,-0.0636093
0.036332,-0.099935,-0.235905,-0.0558052
0.0339991,-0.100471,-0.231584,-0.0519867
0.0316866,-0.100985,-0.231391,-0.0511192
0.0293637,-0.101495,-0.233458,-0.0508307
0.0270092,-0.101994,-0.237993,-0.0482962
0.0246094,-0.102451,-0.240863,-0.0427029
0.0222181,-0.102839,-0.235873,-0.03436
0.0199177,-0.103124,-0.223158,-0.0220121
0.0177663,-0.103258,-0.207046,-0.0035256
0.0157927,-0.103167,-0.186145,0.0234837
0.0140683,-0.102772,-0.157788,0.0555099
0.0126419,-0.10206,-0.127943,0.0864574
0.0115104,-0.101054,-0.0977908,0.114065
0.010696,-0.0997882,-0.0646883,0.138802
0.0102178,-0.0982757,-0.0312357,0.164198
0.0100565,-0.0965029,-0.00219228,0.190007
0.0101453,-0.0944857,0.0182337,0.212764
0.0103864,-0.092261,0.0282002,0.231482
0.0106769,-0.0898716,0.0284702,0.245539
0.0109342,-0.0873711,0.0222607,0.253357
0.0111081,-0.0848202,0.0118195,0.256437
0.0111597,-0.0822475,-0.0018638,0.257958
0.0110667,-0.0796655,-0.0167653,0.25816
0.0108261,-0.0770923,-0.031161,0.255958
0.0104485,-0.0745577,-0.0440414,0.250327
0.00995148,-0.072099,-0.0550676,0.24074
0.00935182,-0.0697561,-0.0647061,0.227202
0.00865821,-0.0675666,-0.0740876,0.210159
0.0078698,-0.065558,-0.0835489,0.191602
0.00698571,-0.0637332,-0.0934678,0.17346
0.00599363,-0.0620874,-0.105432,0.15572
0.00486863,-0.0606124,-0.119928,0.139886
0.00358583,-0.0592802,-0.137198,0.126909
0.0021171,-0.0580641,-0.156739,0.116992
0.000447218,-0.0569308,-0.177427,0.109923
-0.0014333,-0.0558656,-0.198671,0.102864
-0.00351463,-0.0548809,-0.216446,0.0935983
-0.00571485,-0.054,-0.220014,0.0824182
-0.00787912,-0.0532279,-0.212845,0.0726233
-0.00998629,-0.0525324,-0.210038,0.0673559
-0.0121028,-0.0518654,-0.214105,0.066723
-0.0142835,-0.0511876,-0.222717,0.0691922
-0.0165682,-0.0504771,-0.234649,0.0729966
-0.0189849,-0.049728,-0.24909,0.0767066
-0.0215491,-0.0489493,-0.263257,0.0785137
-0.0242435,-0.0481677,-0.27548,0.077326
-0.0270537,-0.0474122,-0.286199,0.0732971
-0.029964,-0.0467102,-0.295856,0.0667498
-0.032969,-0.0460824,-0.304982,0.0586542
