id,t,x,y,z
19308898,89,0.560852,-0.0132132,0.145086
19308899,90,0.561654,-0.0181705,0.143221
19308900,91,0.562913,-0.0235329,0.141214
19308901,92,0.564743,-0.029183,0.139154
19308902,93,0.567213,-0.034993,0.13712
19308903,94,0.570345,-0.0408448,0.135177
19308904,95,0.57412,-0.046645,0.133392
19308905,96,0.578467,-0.0523342,0.131852
19308906,97,0.583275,-0.0578836,0.130664
19308907,98,0.5884,-0.0632854,0.12988
19308908,99,0.593685,-0.0685345,0.129488
19308909,100,0.598971,-0.0736179,0.129426
19308910,101,0.604101,-0.0785087,0.129598
19308911,102,0.60893,-0.0831507,0.129942
19308912,103,0.613324,-0.0874532,0.130484
19308913,104,0.617163,-0.0913121,0.131314
19308914,105,0.620398,-0.0946778,0.132511
19308915,106,0.623079,-0.0976078,0.13407
19308916,107,0.625249,-0.100158,0.135978
19308917,108,0.626974,-0.102399,0.138166
19308918,109,0.628324,-0.104377,0.14053
19308919,110,0.629418,-0.106141,0.14288
19308920,111,0.630286,-0.107704,0.145017
19308921,112,0.630924,-0.109108,0.146683
19308922,113,0.631371,-0.110491,0.147544
19308923,114,0.631591,-0.111989,0.147317
19308924,115,0.631529,-0.113764,0.145917
19308925,116,0.631177,-0.116027,0.143545
19308926,117,0.630506,-0.11896,0.140421
19308927,118,0.62946,-0.122626,0.136677
19308928,119,0.628023,-0.126895,0.132488
19308929,120,0.626204,-0.131481,0.127997
19308930,121,0.624104,-0.135883,0.123423
19308931,122,0.621826,-0.139567,0.118934
19308932,123,0.619432,-0.142177,0.114631
19308933,124,0.617038,-0.143646,0.110675
19308934,125,0.614869,-0.144235,0.107338
19308935,126,0.613007,-0.144237,0.10473
19308936,127,0.611392,-0.14395,0.102786
19308937,128,0.609902,-0.143715,0.101327
19308938,129,0.608454,-0.143752,0.100142
19308939,130,0.607054,-0.14411,0.0990447
19308940,131,0.605792,-0.144696,0.0979245
19308941,132,0.604804,-0.145331,0.0968066
19308942,133,0.604191,-0.145843,0.0958031
19308943,134,0.603973,-0.146155,0.0949705
19308944,135,0.604079,-0.146304,0.0942777
19308945,136,0.604405,-0.146368,0.0936651
19308946,137,0.60486,-0.14641,0.0930828
19308947,138,0.605368,-0.146457,0.0924957
19308948,139,0.60587,-0.146515,0.0918838
19308949,140,0.606326,-0.146586,0.0912403
19308950,141,0.60671,-0.146675,0.0905668
19308951,142,0.607024,-0.146783,0.0898694
19308952,143,0.607291,-0.146904,0.0891565
19308953,144,0.607544,-0.147026,0.0884359
19308954,145,0.607806,-0.147131,0.0877117
19308955,146,0.608084,-0.147216,0.0869869
19308956,147,0.608384,-0.147281,0.0862636
19308957,148,0.608689,-0.147329,0.0855384
19308958,149,0.60898,-0.147359,0.0848072
19308959,150,0.609265,-0.147378,0.0840735
19308960,151,0.609555,-0.147389,0.083342
19308961,152,0.609844,-0.147397,0.0826112
19308962,153,0.610112,-0.147411,0.0818768
19308963,154,0.610345,-0.147457,0.0811398
19308964,155,0.610548,-0.147568,0.0804063
19308965,156,0.610734,-0.14775,0.0796826
19308966,157,0.610924,-0.148,0.0789725
19308967,158,0.611135,-0.148305,0.0782706
19308968,159,0.611368,-0.148643,0.0775594
19308969,160,0.611622,-0.148981,0.0768115
19308970,161,0.611896,-0.149267,0.0759924
19308971,162,0.612185,-0.149466,0.075075
19308972,163,0.612484,-0.14956,0.0740545
19308973,164,0.612777,-0.149561,0.0729696
19308974,165,0.613041,-0.149519,0.0719039
19308975,166,0.613272,-0.149477,0.0709011
19308976,167,0.613485,-0.149478,0.0699666
19308977,168,0.613694,-0.149539,0.0690899
19308978,169,0.613915,-0.149646,0.0682622
19308979,170,0.614143,-0.149782,0.0674716
19308980,171,0.614376,-0.149926,0.0667029
19308981,172,0.61461,-0.150062,0.0659435
19308982,173,0.614844,-0.15019,0.0651859
